name,url,description,found_by
knowself/derivativegenius-com,https://github.com/knowself/derivativegenius-com,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
cooksta120021/Scum_Plug,https://github.com/cooksta120021/Scum_Plug,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
Uniswap/Neutrofill,https://github.com/Uniswap/Neutrofill,An example automated filler bot for cross-chain swaps from CompactX,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
Anders-RM/archlinux,https://github.com/Anders-RM/archlinux,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
imthatguyhere/wb-toolsloader,https://github.com/imthatguyhere/wb-toolsloader,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
hyper-richi/6Seniors,https://github.com/hyper-richi/6Seniors,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
Julian-adv/AiMeetPal,https://github.com/Julian-adv/AiMeetPal,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
t-mo77/book-recomendation,https://github.com/t-mo77/book-recomendation,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
Noahsparkes/rock-paper-scissors,https://github.com/Noahsparkes/rock-paper-scissors,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
JaySteinle/JS-Examples,https://github.com/JaySteinle/JS-Examples,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
Sanchay-T/fastapi_endpoint,https://github.com/Sanchay-T/fastapi_endpoint,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
nakajima97/real-time-transcription-using-google-speech-to-text-built-with-fastapi-and-next,https://github.com/nakajima97/real-time-transcription-using-google-speech-to-text-built-with-fastapi-and-next,Google CloudのSpeech to Textを使ってリアルタイム文字起こしを実装したリポジトリ,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
CodeGuide-dev/webpage-analyzer,https://github.com/CodeGuide-dev/webpage-analyzer,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
CodeGuideDev/saas-2,https://github.com/CodeGuideDev/saas-2,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
CryptoAssassin02/trainer-fitness-app,https://github.com/CryptoAssassin02/trainer-fitness-app,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
fvena/codeguide_template,https://github.com/fvena/codeguide_template,Codeguide sass template,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
timhodgson12/ai-patent-search,https://github.com/timhodgson12/ai-patent-search,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
alvarobenzak/Adaptable-Web-Portal-1,https://github.com/alvarobenzak/Adaptable-Web-Portal-1,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
JonoSuave/CantoMockup,https://github.com/JonoSuave/CantoMockup,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
z0rbas/101maker,https://github.com/z0rbas/101maker,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
0xmcc/payment-app,https://github.com/0xmcc/payment-app,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
pagiaddlemon/trading-journal-2,https://github.com/pagiaddlemon/trading-journal-2,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
0xmcc/ai-typewriter,https://github.com/0xmcc/ai-typewriter,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
0xmcc/test-aitypewriter,https://github.com/0xmcc/test-aitypewriter,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
0xmcc/shipmas-analytics,https://github.com/0xmcc/shipmas-analytics,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
CryptoAssassin02/ai-trainer-app,https://github.com/CryptoAssassin02/ai-trainer-app,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
Angelguirao/LifeOS,https://github.com/Angelguirao/LifeOS,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
CodeGuide-dev/tweet-writer,https://github.com/CodeGuide-dev/tweet-writer,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
yuru-sha/mcp-server-mysql,https://github.com/yuru-sha/mcp-server-mysql,MCP Server for MySQL databases,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
nakajima97/github-mutual-follower-checker,https://github.com/nakajima97/github-mutual-follower-checker,"Find non-mutual GitHub followers - A tool to identify users who you follow but don't follow you back, and vice versa","code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc)"
Kazuki-tam/gas-gpt-starter,https://github.com/Kazuki-tam/gas-gpt-starter,gas-gpt-starter is a starter kit to use GPT models in Google Apps Script.,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc), code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
harrygorden/My_Market_Hub,https://github.com/harrygorden/My_Market_Hub,My Market Hub - Built with Anvil,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc), code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
olehmelnyk/acme,https://github.com/olehmelnyk/acme,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc), code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc), code_search: ""generated by Windsurf"" (indexed desc), code_search: ""generated by Windsurf"" (indexed asc)"
CodeGuide-dev/codeguide-starter-pro,https://github.com/CodeGuide-dev/codeguide-starter-pro,,"code_search: filename:.codeiumignore (indexed desc), code_search: filename:.codeiumignore (indexed asc), issue_search: ""AI coding with Windsurf"" (2025-02-01 to 2025-02-28)"
Luminousis-ai/luminousis.co,https://github.com/Luminousis-ai/luminousis.co,,"code_search: filename:.windsurfignore (indexed desc), code_search: filename:.windsurfignore (indexed asc)"
mohalnassery/HR-Management-System,https://github.com/mohalnassery/HR-Management-System,This is HR system for CityGlass.,"code_search: filename:.windsurfignore (indexed desc), code_search: filename:.windsurfignore (indexed asc)"
MesmericDigital/mesmeric-commerce,https://github.com/MesmericDigital/mesmeric-commerce,,"code_search: filename:.windsurfignore (indexed desc), code_search: filename:.windsurfignore (indexed asc), code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
tmux-python/tmuxp,https://github.com/tmux-python/tmuxp,"🖥️ Session manager for tmux, build on libtmux.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
eastlondoner/cursor-tools,https://github.com/eastlondoner/cursor-tools,Give Cursor Agent an AI Team and Advanced Skills,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
FinLens/Facebook-ai-agents-public,https://github.com/FinLens/Facebook-ai-agents-public,"A sophisticated multi-agent system for managing and optimizing Facebook advertising campaigns using CrewAI. The system employs multiple specialized agents working in concert to monitor, analyze, and optimize campaign performance.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
fxcl/.dotfiles,https://github.com/fxcl/.dotfiles,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,"PraisonAI is a production-ready Multi AI Agents framework, designed to create AI Agents to automate and solve problems ranging from simple tasks to complex challenges. It provides a low-code solution to streamline the building and management of multi-agent LLM systems, emphasising simplicity, customisation, and effective human-agent collaboration.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
copyleftdev/vibe-rules-collection,https://github.com/copyleftdev/vibe-rules-collection,"A curated collection of .windsurfrules files designed to guide AI coding assistants (like Codeium's Cascade) in generating code that adheres to various best practices, architectural patterns, language idioms, and framework conventions.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
hashiiiii/rules-for-ai,https://github.com/hashiiiii/rules-for-ai,Rules and guidelines for optimizing AI coding assistant interactions in Windsurf and Cursor IDEs.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
latslats/Julio_PM_UI,https://github.com/latslats/Julio_PM_UI,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
giuice/virtual-office,https://github.com/giuice/virtual-office,Virtual office made with sonnet help,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
hansschenker/rxjs-snake-game-fp,https://github.com/hansschenker/rxjs-snake-game-fp,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
TrevorLowing/PiperPrivacySORN,https://github.com/TrevorLowing/PiperPrivacySORN,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
PaulDuvall/public,https://github.com/PaulDuvall/public,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
adiel098/subscribely-serenity,https://github.com/adiel098/subscribely-serenity,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
linshenkx/prompt-optimizer,https://github.com/linshenkx/prompt-optimizer,一款提示词优化器，助力于编写高质量的提示词,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
turgaykirkil/RouteIQ,https://github.com/turgaykirkil/RouteIQ,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
pollinations/pollinations,https://github.com/pollinations/pollinations,Free Open-Source Image and Text Generation,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
wataruY/krita-ai-tools.nix,https://github.com/wataruY/krita-ai-tools.nix,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
quantizor/markdown-to-jsx,https://github.com/quantizor/markdown-to-jsx,"🏭 The most lightweight, customizable React markdown component.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
level09/enferno,https://github.com/level09/enferno,"Enferno is a modern Flask framework optimized for AI-assisted development. By combining smart patterns and Cursor Rules with modern libraries, it enables developers to build sophisticated web applications with unprecedented speed","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
ydf0509/funboost,https://github.com/ydf0509/funboost,"pip install funboost，python全功能分布式函数调度框架,funboost的功能是全面性重量级，用户能想得到的功能99%全都有;funboost的使用方式是轻量级，只有@boost一行代码需要写。支持python所有类型的并发模式和一切知名消息队列中间件，支持如 celery dramatiq等框架整体作为funboost中间件，python函数加速器，框架包罗万象，用户能想到的控制功能全都有。一统编程思维，兼容50% python业务场景，适用范围广。只需要一行代码即可分布式执行python一切函数，99%用过funboost的pythoner 感受是　简易 方便 自由 强大，相见恨晚 。","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
unsend-dev/unsend,https://github.com/unsend-dev/unsend,"Open source alternative to Resend,Sendgrid, Postmark etc.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
deadcoast/Docs_Templates,https://github.com/deadcoast/Docs_Templates,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
platformplatform/PlatformPlatform,https://github.com/platformplatform/PlatformPlatform,"Early state. A platform designed for building enterprise-grade, multi-tenant products using Azure, .NET, React, TypeScript, Infrastructure as Code, etc.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
chongdashu/unreal-mcp,https://github.com/chongdashu/unreal-mcp,"Enable AI assistant clients like Cursor, Windsurf and Claude Desktop to control Unreal Engine through natural language using the Model Context Protocol (MCP).","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
vuepress-reco/vuepress-theme-reco,https://github.com/vuepress-reco/vuepress-theme-reco,🎨 This is the repo for vuepress-theme-reco 2.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
quantalogic/quantalogic,https://github.com/quantalogic/quantalogic,Quantalogic ReAct Agent - Coding Agent Framework - Gives a ⭐️ if you like the project,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
NotePlan/plugins,https://github.com/NotePlan/plugins,"The main NotePlan repository, which contains the source code for all NotePlan plugins. If a release entry has been created, it will be available for installation from within NotePlan application.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
kargnas/laravel-ai-translator,https://github.com/kargnas/laravel-ai-translator,"High quality automatic translate your language files into many languages using AI like Claude, GPT and etc.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
operately/operately,https://github.com/operately/operately,The open source startup operating system.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
tw-haiven/haiven,https://github.com/tw-haiven/haiven,Main repo for the Haiven team assistant,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
thedevdojo/static,https://github.com/thedevdojo/static,"⚡️ The ultimate static site generator. Tailor-made for killer blogs, sizzling SaaS landings, audacious personal sites, and every web fantasy you dare to dream up.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
jsonresume/jsonresume.org,https://github.com/jsonresume/jsonresume.org,"The mono repo that builds the homepage, utils, ui components, registry and anything else","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
entrepeneur4lyf/engineered-meta-cognitive-workflow-architecture,https://github.com/entrepeneur4lyf/engineered-meta-cognitive-workflow-architecture,Meta-Cognitive Workflow Architecture,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
jparkerweb/pixel-banner,https://github.com/jparkerweb/pixel-banner,"🚩 Enhance your Obsidian notes with customizable banner images, including AI-generated designs and a curated store of downloadable banners. Transform your workspace with visually stunning headers that add context, improve aesthetics, and take your note-taking beyond the ordinary.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
maERP/maERP,https://github.com/maERP/maERP,"OpenSource, self-hosted, client/server-based ERP system with multiplatform GUI written in C#","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
MichealWayne/fe-tools,https://github.com/MichealWayne/fe-tools,前端开发常用文档/网站地址、样式/js方法封装库、项目模板。提供Chrome拓展程序,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
wilsto/pool-monitor-card,https://github.com/wilsto/pool-monitor-card,"The ""Pool Monitor Card"" is a home assistant plugin that display information of 1 to 20 pre-defined sensors of your swimming pool : temperature, pH, ORP levels and TDS but also if you need them : salinity, CYA, calcium, phosphate, alkalinity, filter pressure , free chlorine, total chlorine","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
fatwang2/search1api-mcp,https://github.com/fatwang2/search1api-mcp,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
jpmorgan-payments/embedded-finance,https://github.com/jpmorgan-payments/embedded-finance,Embedded Finance allows you to add a full range of banking features to your online experience. This showcase displays some of the core features of the API,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
RacyMind/kalkulator-dla-przedsiebiorcy-vue,https://github.com/RacyMind/kalkulator-dla-przedsiebiorcy-vue,"Kalkulator finansowy jest podręcznym, bezpłatnym programem, dzięki któremu w łatwy sposób wyliczysz wszystkie składowe wynagrodzenia przy różnych formach zatrudnienia. Kalkulator zawiera zestawienia przydatne dla przedsiębiorcy, jak i dla pracownika.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
tnylea/php-ext,https://github.com/tnylea/php-ext,A chrome extension to show PHP (Laravel) devtools console,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
makerkit/react-native-expo-turbo-saas-kit,https://github.com/makerkit/react-native-expo-turbo-saas-kit,"A SaaS Starter Kit built with Expo 52+, React Native, and Tailwind CSS using a Supabase backend","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
uzh-bf/klicker-uzh,https://github.com/uzh-bf/klicker-uzh,KlickerUZH Audience Interaction Platform,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
Jamesun921/cam-run,https://github.com/Jamesun921/cam-run,"A running game based on webcam, controlling the game character in an infinite scene by detecting user movements.With AI Companion providing real-time movement guidance and personalized feedback. Main technologies: Three.js, MediaPipe Pose一个基于网络摄像头的跑步游戏，通过检测用户的动作来控制游戏角色在无限场景中奔跑。AI陪跑功能，提供实时动作指导和个性化反馈。主要技术：Three.js，MediaPipe Pose","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MCP-NixOS - Model Context Protocol Server for NixOS resources,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
rolod0x/rolod0x,https://github.com/rolod0x/rolod0x,Your free private onchain address book,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
enricostara/eventure,https://github.com/enricostara/eventure,"A powerful event-driven framework for simulations, games, and complex systems with comprehensive event sourcing, querying, and analysis capabilities.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
kinopeee/windsurfrules,https://github.com/kinopeee/windsurfrules,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
awskrug/aiengineering-demo,https://github.com/awskrug/aiengineering-demo,AWS 서버리스 아키텍처를 활용한 현대적인 TODO 애플리케이션,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
j5ik2o/oni-comb-rs,https://github.com/j5ik2o/oni-comb-rs,A Rust crate for LL(k) parser combinators.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
PromptPal/PromptPal,https://github.com/PromptPal/PromptPal,A Prompt Manager that focuses on On-Premise and developer experience.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
vest-kits/laravel,https://github.com/vest-kits/laravel,An strict Laravel skeleton - for those who demand meticulous precision in their projects.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
mrgoonie/cmai,https://github.com/mrgoonie/cmai,A quick CLI command to generate commit message using AI and push to origin,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
refugies-info/karfur,https://github.com/refugies-info/karfur,a project to help refugees in France,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
utensils/essex,https://github.com/utensils/essex,A Docker project template generator written in Rust,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
Chocksy/qc-options-framework,https://github.com/Chocksy/qc-options-framework,Options framework that allows for an easier implementation of option strategies using QuantConnect's Lean.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
fanqingxuan/go-gin,https://github.com/fanqingxuan/go-gin,gin、go-redis、gorm等优质组件开发的一个开箱即用框架,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
smartian1/tgtrader,https://github.com/smartian1/tgtrader,量化交易工具集，旨在以低代码的方式，来进行量化投研、回测和交易（微信公众号：天工量化）,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
mamertofabian/bolt-to-github,https://github.com/mamertofabian/bolt-to-github,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
bonfire-networks/bonfire_me,https://github.com/bonfire-networks/bonfire_me,"Me (identity, onboarding, authentication, user switching, user profile, etc) extension for Bonfire","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
mnismt/codyplusplus,https://github.com/mnismt/codyplusplus,Enhances Cody AI with additional files control and custom command features.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
enricostara/pixerise,https://github.com/enricostara/pixerise,"A high-performance 3D software renderer implemented in Python, optimized with NumPy and Numba JIT compilation.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
frostime/sy-f-misc,https://github.com/frostime/sy-f-misc,Frostime 的个人插件,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
namastexlabs/automagik,https://github.com/namastexlabs/automagik,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
oh-my-commit/oh-my-commit,https://github.com/oh-my-commit/oh-my-commit,"🎨 Oh My Commit, Your Next-gen AI-powered Commit Solution.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
transitive-bullshit/severance-wellness-memes,https://github.com/transitive-bullshit/severance-wellness-memes,Roast your Twitter profile with AI-generated Severance wellness memes.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
publicrust/rust-template,https://github.com/publicrust/rust-template,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
happenings-community/requests-and-offers,https://github.com/happenings-community/requests-and-offers,"Requests And Offers is a hAppenings.community project to facilitate exchange between Holochain creators, developers, advocates, projects and organisations! It's an agent-centric, distributed marketplace of requests and offers built with Holochain.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
RayFernando1337/vibestamps,https://github.com/RayFernando1337/vibestamps,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
freeflowuniverse/herolauncher,https://github.com/freeflowuniverse/herolauncher,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
i365dev/llm_agent,https://github.com/i365dev/llm_agent,An abstraction library for building domain-specific intelligent agents based on Large Language Models (LLMs). LLMAgent provides a core architecture and behavior definitions that simplify the development of specialized agents by leveraging the AgentForge framework for dynamic workflow orchestration.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
leehanchung/bing-search-mcp,https://github.com/leehanchung/bing-search-mcp,MCP Server for Bing Search API,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
zgiai/zgi,https://github.com/zgiai/zgi,zgi app,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
cdot65/pan-scm-sdk,https://github.com/cdot65/pan-scm-sdk,Python SDK for Palo Alto Networks Strata Cloud Manager.,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
blencorp/rules-gen,https://github.com/blencorp/rules-gen,CLI tool to generate cursor and windsurf rules,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
f/kendin-denetle,https://github.com/f/kendin-denetle,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
Traego/scaled-mcp,https://github.com/Traego/scaled-mcp,"ScaledMCP is a horizontally scalabled MCP and A2A Server. You know, for AI.","code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
getgrinta/grinta,https://github.com/getgrinta/grinta,,"code_search: filename:.windsurfrules (indexed desc), code_search: filename:.windsurfrules (indexed asc)"
